accuracy_m,altitude_m,bearing_degrees,latitude,longitude,speed_m_s,time_usec,vertical_accuracy_m
3.2160000801086426,210.23150634765625,285.5,55.75085708,48.75069378,12.649999618530273,89607759139,4.0
3.2160000801086426,210.2945556640625,285.70001220703125,55.750889,48.75049976,12.779999732971191,89608789749,4.0
3.2160000801086426,210.40753173828125,285.70001220703125,55.75091969,48.75030239,12.819999694824219,89609756214,4.0
3.2160000801086426,210.7200927734375,285.8999938964844,55.75095043,48.75010564,12.729999542236328,89610756606,4.0
3.2160000801086426,210.77447509765625,286.20001220703125,55.75098254,48.74991303,12.529999732971191,89611757101,4.0
3.2160000801086426,210.73846435546875,286.79998779296875,55.75101397,48.74972864,12.079999923706055,89612760698,4.0
3.2160000801086426,210.67767333984375,287.5,55.7510467,48.74954345,12.220000267028809,89613761783,3.0
3.2160000801086426,210.27740478515625,287.8999938964844,55.75107989,48.74935613,12.550000190734863,89614761887,3.0
3.2160000801086426,209.8411865234375,288.20001220703125,55.7511165,48.74916403,12.899999618530273,89615797086,3.0
3.2160000801086426,209.9351806640625,288.5,55.75115281,48.74896331,13.119999885559082,89616756402,4.0
3.2160000801086426,209.643310546875,288.6000061035156,55.7511912,48.74876182,13.319999694824219,89617780706,4.0
3.2160000801086426,209.3416748046875,289.70001220703125,55.75123127,48.74855919,13.489999771118164,89618778992,4.0
3.2160000801086426,208.87091064453125,290.79998779296875,55.75127456,48.74835622,13.710000038146973,89619769780,3.0
3.2160000801086426,208.86883544921875,291.70001220703125,55.75132002,48.74814673,13.979999542236328,89620759209,4.0
3.2160000801086426,208.518798828125,291.79998779296875,55.75136599,48.74794182,14.079999923706055,89621769858,4.0
3.2160000801086426,208.4246826171875,291.8999938964844,55.7514115,48.74772855,14.220000267028809,89622767470,4.0
